FH_EXPIRY_DT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
28-Mar-2024,CE,85.0,0.0,34.15,34.15,8000,0.0,56000,34.15,31.8,20-Mar-2024,0,0.0,0.0,0.0,0.024657534246575342,1.9595820762819973,0.882449771896723,0.005492462026307652,-0.4044415786918178,0.03611184292261213
28-Mar-2024,CE,90.0,64000.0,26.0,26.0,8000,28.0,624000,28.0,26.8,20-Mar-2024,72000,8456000.0,28.0,26.0,0.024657534246575342,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,95.0,0.0,21.6,21.6,8000,21.6,32000,29.8,21.8,20-Mar-2024,8000,932800.0,21.6,21.6,0.024657534246575342,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,100.0,-32000.0,17.0,17.0,8000,18.25,472000,18.9,17.0,20-Mar-2024,120000,13940800.0,18.25,14.7,0.024657534246575342,0.5957142348102183,0.9562714556730889,0.008488272227416395,-0.07169129338731137,0.016965880686181524
28-Mar-2024,CE,105.0,-32000.0,11.9,11.9,8000,10.6,184000,11.15,11.85,20-Mar-2024,120000,13897200.0,11.9,10.5,0.024657534246575342,0.3783784015327756,0.9660357563638469,0.01087694438757606,-0.04559517328084024,0.013808686741070686
28-Mar-2024,CE,110.0,-232000.0,7.4,7.45,8000,8.2,1568000,7.45,7.4,20-Mar-2024,2192000,256462800.0,8.9,5.8,0.024657534246575342,0.38785939225509725,0.8457819977744669,0.03342843815606705,-0.10873878310646697,0.04350203062663332
28-Mar-2024,CE,115.0,528000.0,3.6,3.7,8000,3.95,4280000,3.75,3.6,20-Mar-2024,22584000,2674515200.0,4.9,2.65,0.024657534246575342,0.35711009430192614,0.6211364158134166,0.05815491587237208,-0.14955986401502486,0.06967992739292428
28-Mar-2024,CE,120.0,1200000.0,1.45,1.4,8000,1.8,16296000,1.6,1.45,20-Mar-2024,50432000,6123211200.0,2.15,1.0,0.024657534246575342,0.371361308572906,0.33322928438115573,0.053445831093141286,-0.14354100061246686,0.06659315936357231
28-Mar-2024,CE,125.0,-2112000.0,0.55,0.55,8000,0.75,13176000,0.7,0.55,20-Mar-2024,27224000,3418121600.0,0.85,0.4,0.024657534246575342,0.40145605784842975,0.14877157707870658,0.03153335068736025,-0.09749347814602717,0.042474401460365276
28-Mar-2024,CE,130.0,-4456000.0,0.35,0.3,8000,0.4,25160000,0.4,0.35,20-Mar-2024,21880000,2851147200.0,0.45,0.2,0.024657534246575342,0.4881325532265624,0.08754568473596885,0.017791880168533405,-0.08064245581017807,0.02913927536419754
28-Mar-2024,CE,135.0,-2000000.0,0.2,0.2,8000,0.25,11720000,0.25,0.2,20-Mar-2024,7760000,1049138800.0,0.25,0.15,0.024657534246575342,0.5444563424866676,0.04959497680392755,0.010274680903189911,-0.057691025656922995,0.018769406303779417
28-Mar-2024,CE,140.0,-1432000.0,0.15,0.15,8000,0.2,14048000,0.15,0.15,20-Mar-2024,5352000,750041200.0,0.2,0.1,0.024657534246575342,0.6181314661664481,0.034679567167546,0.006773163102032726,-0.048879509184856444,0.014047256644980567
28-Mar-2024,CE,145.0,-520000.0,0.1,0.1,8000,0.1,4000000,0.1,0.1,20-Mar-2024,1576000,228672400.0,0.15,0.05,0.024657534246575342,0.6697181352289558,0.022638101463740942,0.004382909235924702,-0.037060840553534084,0.00984858114793222
