FH_EXPIRY_DT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
25-Apr-2024,CE,105.0,0.0,20.7,20.7,8000,0.0,208000,20.7,28.3,08-Apr-2024,0,0.0,0.0,0.0,0.049315068493150684,0.0,1.0,0.0,0.0,0.0
25-Apr-2024,CE,110.0,-8000.0,24.4,24.4,8000,26.0,736000,25.05,23.4,08-Apr-2024,56000,7516800.0,26.0,23.55,0.049315068493150684,0.7384281053894323,0.8949529978521451,0.008346354877693965,-0.125654152867631,0.05368273909688952
25-Apr-2024,CE,115.0,-16000.0,17.85,16.5,8000,21.65,776000,22.5,17.85,08-Apr-2024,272000,36318400.0,21.65,16.5,0.049315068493150684,0.0,1.0,0.0,0.0,0.0
25-Apr-2024,CE,120.0,-56000.0,14.1,14.15,8000,17.05,2680000,17.7,14.1,08-Apr-2024,832000,112213200.0,17.55,13.55,0.049315068493150684,0.4333074259581297,0.8728518862555563,0.01628944824641047,-0.09074999737494746,0.06147975224855031
25-Apr-2024,CE,125.0,176000.0,10.05,10.1,8000,13.3,2912000,13.3,10.05,08-Apr-2024,1776000,240414400.0,13.3,9.5,0.049315068493150684,0.42375999802280206,0.7672196796801816,0.02444251696163744,-0.12130623754981523,0.09021847581001671
25-Apr-2024,CE,130.0,1064000.0,6.6,6.7,8000,9.45,10568000,9.45,6.6,08-Apr-2024,10512000,1439633200.0,9.45,6.2,0.049315068493150684,0.4111785541920741,0.6253949697794199,0.031237280945953187,-0.1403573218844387,0.11187506000613229
25-Apr-2024,CE,135.0,3040000.0,4.1,4.1,8000,6.75,14448000,6.2,4.1,08-Apr-2024,31976000,4458960400.0,6.75,3.85,0.049315068493150684,0.4139858917334009,0.46319743140776315,0.032512960099211015,-0.14426542047441063,0.11723887829709628
25-Apr-2024,CE,140.0,4008000.0,2.45,2.5,8000,4.0,24480000,3.95,2.45,08-Apr-2024,42080000,6004757600.0,4.3,2.35,0.049315068493150684,0.42382076371696753,0.31757722239206176,0.028498727731418334,-0.13039123024567514,0.10520522378609867
25-Apr-2024,CE,145.0,2400000.0,1.4,1.4,8000,2.25,10752000,2.45,1.4,08-Apr-2024,16240000,2380381600.0,2.45,1.35,0.049315068493150684,0.4331224787729762,0.2040935110184094,0.022168664658829065,-0.1048494808667066,0.08363342072239967
25-Apr-2024,CE,150.0,1528000.0,0.85,0.85,8000,1.5,11632000,1.45,0.85,08-Apr-2024,23184000,3498814000.0,1.55,0.75,0.049315068493150684,0.4547968871858216,0.13164629475379896,0.015898204346573894,-0.08229911026863806,0.06297891305484588
25-Apr-2024,CE,155.0,992000.0,0.5,0.5,8000,0.9,5008000,0.9,0.5,08-Apr-2024,7488000,1164848800.0,0.9,0.45,0.049315068493150684,0.47104551999393957,0.08226864428018399,0.010921918295519507,-0.06034940117841821,0.04481169831906222
