FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
28-May-2015,105,CE,0.0,0.0,0.0,56.95,0.0,56.95,38.15,0,0.0,0,0,1250,12-May-2015,0.04657534246575343,0.0,1.0,0.0,0.0,0.0
28-May-2015,110,CE,0.0,0.0,0.0,52.2,0.0,52.2,33.2,0,0.0,0,0,1250,12-May-2015,0.04657534246575343,0.0,1.0,0.0,0.0,0.0
28-May-2015,115,CE,0.0,0.0,0.0,47.5,0.0,47.5,28.3,0,0.0,0,0,1250,12-May-2015,0.04657534246575343,0.0,1.0,0.0,0.0,0.0
28-May-2015,120,CE,0.0,0.0,0.0,42.9,0.0,42.9,23.55,0,0.0,0,0,1250,12-May-2015,0.04657534246575343,0.0,1.0,0.0,0.0,0.0
28-May-2015,125,CE,19.9,19.9,19.9,19.9,19.9,18.95,19.9,1250,181125.0,2500,1250,1250,12-May-2015,0.04657534246575343,0.6695881892960892,0.8438610485763911,0.011607457927498791,-0.16180265110368267,0.07376548353767409
28-May-2015,130,CE,12.8,12.8,12.8,12.8,12.8,14.85,12.8,1250,178500.0,1250,0,1250,12-May-2015,0.04657534246575343,0.0,1.0,0.0,0.0,0.0
28-May-2015,135,CE,9.6,9.6,8.5,8.9,8.6,10.1,8.9,5000,720375.0,12500,2500,1250,12-May-2015,0.04657534246575343,0.2846274168724351,0.8376728810103174,0.028010688100185168,-0.08153777635811744,0.075667397968907
28-May-2015,140,CE,8.8,8.8,5.0,5.5,5.7,11.35,5.5,552500,80760187.5,711250,103750,1250,12-May-2015,0.04657534246575343,0.306165681123281,0.6442087892815969,0.03950163347260567,-0.11757391164330692,0.11478360319467938
28-May-2015,145,CE,5.8,6.2,3.25,3.6,3.65,8.1,3.6,1335000,199353937.5,1072500,391250,1250,12-May-2015,0.04657534246575343,0.3608206013972775,0.4498613123028194,0.03560545351710876,-0.13936284693697307,0.12193156237066786
28-May-2015,150,CE,4.6,4.6,2.1,2.3,2.3,5.3,2.3,2231250,341035312.5,1700000,326250,1250,12-May-2015,0.04657534246575343,0.39666251639765304,0.3073897663379826,0.02876319546770578,-0.13316572966233528,0.10828457244548088
