FH_EXPIRY_DT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
28-Mar-2024,CE,85.0,0.0,35.5,35.5,8000,35.5,56000,34.15,36.15,21-Mar-2024,16000,1928000.0,35.5,35.5,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,90.0,256000.0,31.5,31.5,8000,29.9,880000,26.0,31.5,21-Mar-2024,400000,48401600.0,32.15,29.9,0.021917808219178082,1.1819380075903045,0.9631814126496628,0.0038025554722216767,-0.12061601146856382,0.014434341197653683
28-Mar-2024,CE,95.0,0.0,21.6,21.6,8000,0.0,32000,21.6,26.15,21-Mar-2024,0,0.0,0.0,0.0,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,100.0,-16000.0,21.45,21.4,8000,20.0,456000,17.0,21.45,21-Mar-2024,144000,17410400.0,21.7,20.0,0.021917808219178082,0.7900556738024451,0.9557139134024346,0.006608955903810992,-0.09829606765003117,0.01676938982675899
28-Mar-2024,CE,105.0,0.0,11.9,11.9,8000,0.0,184000,11.9,16.2,21-Mar-2024,0,0.0,0.0,0.0,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,110.0,-160000.0,11.65,11.7,8000,9.25,1408000,7.4,11.65,21-Mar-2024,408000,49373600.0,11.95,9.25,0.021917808219178082,0.5252671198339394,0.9009073494367477,0.01851980656816508,-0.1185777978778551,0.03124232691946819
28-Mar-2024,CE,115.0,-1600000.0,6.9,6.95,8000,5.0,2680000,3.6,6.9,21-Mar-2024,6448000,779648800.0,7.2,4.75,0.021917808219178082,0.3962059406654489,0.8227353607613961,0.03660088862874304,-0.13056653722508693,0.04657354787252972
28-Mar-2024,CE,120.0,-6952000.0,2.9,3.0,8000,1.9,9344000,1.45,2.9,21-Mar-2024,40880000,5011762800.0,3.35,1.75,0.021917808219178082,0.315564108557953,0.5940542344171721,0.06857414659169771,-0.14841413100561893,0.06949838673037079
28-Mar-2024,CE,125.0,336000.0,0.85,0.9,8000,0.75,13512000,0.55,0.85,21-Mar-2024,36416000,4584456400.0,1.15,0.7,0.021917808219178082,0.3106378461570013,0.2589378266875525,0.05814311833018472,-0.11763233007612066,0.05800686527030195
28-Mar-2024,CE,130.0,-2320000.0,0.35,0.4,8000,0.5,22840000,0.35,0.35,21-Mar-2024,21952000,2862309200.0,0.5,0.3,0.021917808219178082,0.3768282055720185,0.10988610360770523,0.02782341265901114,-0.08143466214858562,0.03367289912575086
28-Mar-2024,CE,135.0,-752000.0,0.25,0.2,8000,0.2,10968000,0.2,0.25,21-Mar-2024,5832000,788674400.0,0.3,0.15,0.021917808219178082,0.4773992505444296,0.06820680821535426,0.015383037519785562,-0.07169013520745204,0.023585796238467082
28-Mar-2024,CE,140.0,-1040000.0,0.1,0.1,8000,0.15,13008000,0.15,0.1,21-Mar-2024,5472000,766872400.0,0.2,0.1,0.021917808219178082,0.5050323967913681,0.02936437319818376,0.007385441672289177,-0.038379178281107165,0.011979051189911381
28-Mar-2024,CE,145.0,-352000.0,0.05,0.1,8000,0.1,3648000,0.1,0.05,21-Mar-2024,1080000,156686800.0,0.15,0.05,0.021917808219178082,0.5463272891142555,0.014803077739858238,0.003824278337584889,-0.023198289482475216,0.006710101625381192
