FH_EXPIRY_DT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
25-Apr-2024,CE,105.0,0.0,20.7,20.7,8000,0.0,208000,20.7,23.7,16-Apr-2024,0,0.0,0.0,0.0,0.0273972602739726,0.0,1.0,0.0,0.0,0.0
25-Apr-2024,CE,110.0,-88000.0,19.45,19.45,8000,22.6,608000,24.0,18.75,16-Apr-2024,216000,28301200.0,22.6,19.45,0.0273972602739726,0.7507412775882294,0.9081500986508644,0.010320492639681537,-0.14766801457685352,0.03507858133070469
25-Apr-2024,CE,115.0,-48000.0,13.9,13.9,8000,17.7,576000,18.3,13.9,16-Apr-2024,80000,10448400.0,17.7,13.9,0.0273972602739726,0.40863547112744014,0.9558953257085379,0.010726428550559077,-0.0584606289083437,0.019844607067950687
25-Apr-2024,CE,120.0,24000.0,9.6,9.75,8000,12.0,2080000,14.6,9.6,16-Apr-2024,608000,79461200.0,13.1,9.25,0.0273972602739726,0.45015207718179095,0.8372056514530993,0.02569105335147831,-0.13396120270687717,0.05235913546305795
25-Apr-2024,CE,125.0,328000.0,5.45,5.6,8000,7.65,2544000,9.4,5.45,16-Apr-2024,3032000,398124400.0,8.85,5.25,0.0273972602739726,0.3863784962488265,0.6898982270826799,0.042918457507300556,-0.1587238714576389,0.07507724894931202
25-Apr-2024,CE,130.0,4080000.0,2.7,2.75,8000,4.5,11768000,5.6,2.7,16-Apr-2024,34176000,4556113600.0,5.2,2.5,0.0273972602739726,0.3847635496855349,0.4528491658099062,0.04838859379646227,-0.17128869097315885,0.08429236161955238
25-Apr-2024,CE,135.0,4624000.0,1.25,1.25,8000,2.65,19384000,2.95,1.25,16-Apr-2024,38544000,5270632000.0,2.75,1.15,0.0273972602739726,0.4052901292264334,0.25087557501109237,0.03691772367461359,-0.14236989359576496,0.0677410991371333
25-Apr-2024,CE,140.0,1624000.0,0.65,0.6,8000,1.3,26816000,1.55,0.65,16-Apr-2024,42464000,5983598400.0,1.4,0.6,0.0273972602739726,0.4492304066388178,0.13825129197378427,0.023087104946203783,-0.10828463830752041,0.04695587295101169
25-Apr-2024,CE,145.0,-1096000.0,0.4,0.35,8000,0.6,11352000,0.75,0.4,16-Apr-2024,25072000,3647603600.0,0.75,0.35,0.0273972602739726,0.5053120530358042,0.08406759033264233,0.014353416652218617,-0.08467591074442621,0.03283720972406156
25-Apr-2024,CE,150.0,832000.0,0.25,0.25,8000,0.35,11432000,0.45,0.25,16-Apr-2024,14176000,2130464000.0,0.4,0.2,0.0273972602739726,0.5526403443711986,0.05226196525621543,0.009085148369514786,-0.06387468188121435,0.022731385551057644
25-Apr-2024,CE,155.0,648000.0,0.2,0.15,8000,0.25,6176000,0.3,0.2,16-Apr-2024,3752000,582276400.0,0.25,0.15,0.0273972602739726,0.6185122122001686,0.039171167935933636,0.0064373269030571926,-0.056542115932544344,0.018026239657592348
