FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
24-Nov-2016,90,CE,0.0,0.0,0.0,38.1,0.0,38.1,57.75,0,0,0,0,7000,17-Nov-2016,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
24-Nov-2016,95,CE,0.0,0.0,0.0,33.7,0.0,33.7,52.75,0,0,0,0,7000,17-Nov-2016,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
24-Nov-2016,100,CE,0.0,0.0,0.0,44.4,44.4,44.4,47.75,0,0,49000,0,7000,17-Nov-2016,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
24-Nov-2016,105,CE,0.0,0.0,0.0,25.65,0.0,25.65,42.75,0,0,0,0,7000,17-Nov-2016,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
24-Nov-2016,110,CE,0.0,0.0,0.0,22.1,0.0,22.1,37.75,0,0,0,0,7000,17-Nov-2016,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
24-Nov-2016,115,CE,0.0,0.0,0.0,18.85,0.0,18.85,32.75,0,0,0,0,7000,17-Nov-2016,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
24-Nov-2016,120,CE,0.0,0.0,0.0,21.05,21.05,21.05,27.8,0,0,56000,0,7000,17-Nov-2016,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
24-Nov-2016,125,CE,24.05,24.05,24.05,24.05,24.05,25.5,24.05,7000,1043350,203000,0,7000,17-Nov-2016,0.021917808219178082,0.9982632062725194,0.8863440702915544,0.008824001351681498,-0.2799771612392319,0.04206108464038766
24-Nov-2016,130,CE,21.6,21.6,18.75,18.75,18.75,20.55,18.75,21000,3163650,518000,-7000,7000,17-Nov-2016,0.021917808219178082,0.7584930336182105,0.8846542725296546,0.011736033286460728,-0.21988187595735584,0.0425052687524963
24-Nov-2016,135,CE,16.55,16.55,13.25,13.55,13.8,18.3,13.55,56000,8355200,378000,-14000,7000,17-Nov-2016,0.021917808219178082,0.5507448230521138,0.875190408497275,0.0170867882824029,-0.1736791597700069,0.04493458129747789
24-Nov-2016,140,CE,13.0,13.0,8.8,9.0,9.0,11.35,9.0,119000,17914050,861000,-28000,7000,17-Nov-2016,0.021917808219178082,0.4650277868852249,0.7942845165277146,0.028018525433931546,-0.1986149793815606,0.062214844077990675
24-Nov-2016,145,CE,8.0,9.5,5.0,5.6,6.0,7.55,5.6,245000,37205000,504000,-98000,7000,17-Nov-2016,0.021917808219178082,0.46944259742522443,0.6214870262885575,0.03707294062205116,-0.25798003401089953,0.08310159668033351
24-Nov-2016,150,CE,4.75,6.6,2.9,3.25,3.5,4.75,3.25,4494000,694516550,1876000,126000,7000,17-Nov-2016,0.021917808219178082,0.4852911869177664,0.4323976079765761,0.03707891301640542,-0.2705613708145512,0.08592098280934596
24-Nov-2016,155,CE,3.0,4.3,1.5,1.8,1.95,3.1,1.8,6853000,1082448850,3003000,763000,7000,17-Nov-2016,0.021917808219178082,0.5058023208473733,0.2748272245359418,0.03018001074012269,-0.23679792765720103,0.07289035161988322
24-Nov-2016,160,CE,1.95,2.7,0.85,1.0,1.0,2.05,1.0,8043000,1299468450,5166000,938000,7000,17-Nov-2016,0.021917808219178082,0.5332962343638645,0.1671243256764,0.021478093960246518,-0.1861888597353534,0.05469329554481137
24-Nov-2016,165,CE,1.25,1.7,0.45,0.55,0.65,1.35,0.55,3430000,569061850,2576000,-63000,7000,17-Nov-2016,0.021917808219178082,0.5590058813793649,0.09864928673677748,0.01422504933017938,-0.13496201758497575,0.03796994742769726
24-Nov-2016,170,CE,0.75,1.15,0.3,0.35,0.35,0.9,0.35,4242000,723509150,4396000,154000,7000,17-Nov-2016,0.021917808219178082,0.6016044616906031,0.06336923649541615,0.009456391966074654,-0.10362036214684217,0.027164789956039093
24-Nov-2016,175,CE,0.45,0.8,0.2,0.25,0.25,0.6,0.25,952000,166947550,1211000,56000,7000,17-Nov-2016,0.021917808219178082,0.6518807609664788,0.04432903128451007,0.006574157033756661,-0.08440761881457788,0.020463413263021094
24-Nov-2016,180,CE,0.35,0.5,0.1,0.15,0.15,0.4,0.15,1267000,228364500,2807000,-112000,7000,17-Nov-2016,0.021917808219178082,0.6760862689848937,0.027460882702209158,0.004279103473665309,-0.059013935482185864,0.01381416826131259
24-Nov-2016,185,CE,0.3,0.3,0.05,0.05,0.05,0.25,0.05,210000,38880800,588000,-112000,7000,17-Nov-2016,0.021917808219178082,0.6457001718442317,0.010694466925592946,0.002002804494591178,-0.025171385805237197,0.00617503319898534
24-Nov-2016,190,CE,0.15,0.2,0.1,0.1,0.1,0.15,0.1,266000,50575700,952000,0,7000,17-Nov-2016,0.021917808219178082,0.7787654183005227,0.016953951032029343,0.002471717445941554,-0.04513141458912513,0.00919126565158081
