FH_EXPIRY_DT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
28-Mar-2024,CE,85.0,0.0,34.15,34.15,8000,0.0,56000,34.15,31.7,19-Mar-2024,0,0.0,0.0,0.0,0.0273972602739726,1.8790819686738252,0.8801468866483608,0.005513550391125934,-0.3735123805621052,0.03855749088415369
28-Mar-2024,CE,90.0,24000.0,28.0,28.0,8000,29.8,560000,30.0,26.7,19-Mar-2024,40000,4752000.0,29.8,28.0,0.0273972602739726,1.3286727600232944,0.9019761003714525,0.006747586119039568,-0.23433755486328614,0.03336554005506513
28-Mar-2024,CE,95.0,0.0,29.8,29.8,8000,0.0,32000,29.8,21.7,19-Mar-2024,0,0.0,0.0,0.0,0.0273972602739726,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,100.0,-8000.0,18.9,18.9,8000,18.9,504000,20.4,16.7,19-Mar-2024,8000,951200.0,18.9,18.9,0.0273972602739726,1.106449418802409,0.8255664424945814,0.012051746020995435,-0.2872558939898699,0.049626452024214736
28-Mar-2024,CE,105.0,0.0,11.15,11.15,8000,0.0,216000,11.15,11.8,19-Mar-2024,0,0.0,0.0,0.0,0.0273972602739726,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,110.0,-88000.0,7.45,7.45,8000,10.95,1800000,11.05,7.45,19-Mar-2024,904000,107387200.0,11.0,6.9,0.0273972602739726,0.39295925019556127,0.8281936994872748,0.03360748195671804,-0.11121050733744853,0.049149056117648
28-Mar-2024,CE,115.0,232000.0,3.75,3.8,8000,6.9,3752000,6.7,3.75,19-Mar-2024,6592000,790632000.0,6.95,3.4,0.0273972602739726,0.36594636276591425,0.6096684969564694,0.054361293691483674,-0.14652890725825757,0.07403531179745526
28-Mar-2024,CE,120.0,2584000.0,1.6,1.6,8000,3.1,15096000,3.2,1.6,19-Mar-2024,39304000,4807108800.0,3.5,1.4,0.0273972602739726,0.37748507387015257,0.3411493907140991,0.05038038687875144,-0.13985959325640376,0.07077713411113516
28-Mar-2024,CE,125.0,1488000.0,0.7,0.7,8000,1.4,15288000,1.4,0.7,19-Mar-2024,26560000,3345702800.0,1.55,0.6,0.0273972602739726,0.4157179337294073,0.16880421905732312,0.03141089763970169,-0.10413256884970716,0.04859714979839898
28-Mar-2024,CE,130.0,-1432000.0,0.4,0.4,8000,0.75,29616000,0.75,0.4,19-Mar-2024,25032000,3266914400.0,0.8,0.35,0.0273972602739726,0.4812219026004252,0.09498471662843666,0.018204193251503503,-0.08019880348779139,0.03260232063868612
28-Mar-2024,CE,135.0,-1192000.0,0.25,0.25,8000,0.4,13720000,0.4,0.25,19-Mar-2024,7856000,1062873200.0,0.45,0.2,0.0273972602739726,0.542347557576287,0.05776528316241634,0.01105139028621525,-0.06155428722034648,0.022306236192933183
28-Mar-2024,CE,140.0,-2624000.0,0.15,0.15,8000,0.3,15480000,0.3,0.15,19-Mar-2024,10136000,1421107200.0,0.3,0.15,0.0273972602739726,0.5883213217314709,0.034610111631821344,0.006745846137900811,-0.04408618553419237,0.014770075349502152
28-Mar-2024,CE,145.0,-888000.0,0.1,0.15,8000,0.15,4520000,0.2,0.1,19-Mar-2024,1976000,286791200.0,0.15,0.1,0.0273972602739726,0.6371294795223952,0.022601072886669297,0.004368388254446099,-0.03341386744135961,0.010358112462179552
