FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
30-Jun-2016,50,CE,0.0,0.0,0.0,21.4,21.4,21.4,27.25,0,0,4000,0,4000,06-Jun-2016,0.0684931506849315,0.0,1.0,0.0,0.0,0.0
30-Jun-2016,55,CE,0.0,0.0,0.0,31.05,0.0,31.05,22.25,0,0,0,0,4000,06-Jun-2016,0.0684931506849315,0.0,1.0,0.0,0.0,0.0
30-Jun-2016,60,CE,0.0,0.0,0.0,26.5,0.0,26.5,17.3,0,0,0,0,4000,06-Jun-2016,0.0684931506849315,0.0,1.0,0.0,0.0,0.0
30-Jun-2016,65,CE,0.0,0.0,0.0,9.8,9.8,9.8,12.45,0,0,20000,0,4000,06-Jun-2016,0.0684931506849315,0.0,1.0,0.0,0.0,0.0
30-Jun-2016,70,CE,8.5,8.5,8.35,8.35,8.35,9.0,8.35,108000,8476800,144000,-12000,4000,06-Jun-2016,0.0684931506849315,0.46936108328931964,0.8080626869896248,0.02886923889491275,-0.06050996859810611,0.05502638804423505
30-Jun-2016,75,CE,4.5,5.05,4.25,4.55,4.6,4.3,4.55,456000,36315000,852000,44000,4000,06-Jun-2016,0.0684931506849315,0.4128337134790768,0.631428372322566,0.04532713144896606,-0.0699876494061953,0.07599096962792316
30-Jun-2016,80,CE,2.45,2.6,2.1,2.3,2.3,2.25,2.3,2088000,171951800,2216000,60000,4000,06-Jun-2016,0.0684931506849315,0.4249723381295118,0.4008711336226881,0.045138225482747596,-0.07090608119167492,0.07789933289844538
30-Jun-2016,85,CE,1.0,1.25,0.9,1.0,1.0,1.1,1.0,540000,46483400,1024000,144000,4000,06-Jun-2016,0.0684931506849315,0.4278018624097927,0.2147129123665395,0.03386660044306252,-0.05289362195772095,0.05883596344618327
30-Jun-2016,90,CE,0.55,0.55,0.45,0.5,0.5,0.55,0.5,204000,18464200,1008000,112000,4000,06-Jun-2016,0.0684931506849315,0.4617692154798749,0.11575949694699061,0.020956726760885846,-0.037676800649705314,0.03929859485743062
30-Jun-2016,95,CE,0.25,0.25,0.25,0.25,0.25,0.35,0.25,8000,762000,152000,8000,4000,06-Jun-2016,0.0684931506849315,0.4898408712225744,0.06147567747618926,0.012299254890903298,-0.024705897426371835,0.024465968676698577
30-Jun-2016,100,CE,0.15,0.15,0.15,0.15,0.15,0.2,0.15,4000,400600,116000,0,4000,06-Jun-2016,0.0684931506849315,0.5296014197112817,0.036988474507012536,0.007575386320220781,-0.01770038062307461,0.016292304582498977
30-Jun-2016,105,CE,0.0,0.0,0.0,0.15,0.15,0.15,0.0,0,0,8000,0,4000,06-Jun-2016,0.0684931506849315,0.6092554800278243,0.032908851086993506,0.0059826246073182545,-0.018428261348779017,0.014801979271940905
30-Jun-2016,110,CE,0.0,0.0,0.0,2.2,0.0,2.2,0.0,0,0,0,0,4000,06-Jun-2016,0.0684931506849315,1.262114041684946,0.18346976666485443,0.010440919821053303,-0.137041718394607,0.053513820032901324
30-Jun-2016,115,CE,0.0,0.0,0.0,1.6,0.0,1.6,0.0,0,0,0,0,4000,06-Jun-2016,0.0684931506849315,1.236749458279313,0.1434907638741295,0.00908088373723935,-0.11436389158315668,0.045607728092695504
30-Jun-2016,120,CE,0.0,0.0,0.0,1.15,0.0,1.15,0.0,0,0,0,0,4000,06-Jun-2016,0.0684931506849315,1.2144106673476387,0.11044565007439555,0.007705832092479174,-0.09351053898214237,0.038002634924734414
