FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
29-Jan-2015,140,CE,0.0,0.0,0.0,234.25,0.0,234.25,68.2,0,0.0,0,0,1250,19-Jan-2015,0.030136986301369864,0.0,1.0,0.0,0.0,0.0
29-Jan-2015,155,CE,0.0,0.0,0.0,72.6,0.0,72.6,53.25,0,0.0,0,0,1250,19-Jan-2015,0.030136986301369864,0.0,1.0,0.0,0.0,0.0
29-Jan-2015,160,CE,0.0,0.0,0.0,62.25,62.5,62.25,48.25,0,0.0,2500,0,1250,19-Jan-2015,0.030136986301369864,0.0,1.0,0.0,0.0,0.0
29-Jan-2015,165,CE,0.0,0.0,0.0,62.75,0.0,62.75,43.25,0,0.0,0,0,1250,19-Jan-2015,0.030136986301369864,0.0,1.0,0.0,0.0,0.0
29-Jan-2015,170,CE,0.0,0.0,0.0,57.9,0.0,57.9,38.25,0,0.0,0,0,1250,19-Jan-2015,0.030136986301369864,0.0,1.0,0.0,0.0,0.0
29-Jan-2015,175,CE,0.0,0.0,0.0,53.1,0.0,53.1,33.3,0,0.0,0,0,1250,19-Jan-2015,0.030136986301369864,0.0,1.0,0.0,0.0,0.0
29-Jan-2015,180,CE,0.0,0.0,0.0,43.0,43.0,43.0,28.3,0,0.0,1250,0,1250,19-Jan-2015,0.030136986301369864,1.993358981357487,0.7237345810432897,0.004649587953477616,-1.1110182222531841,0.12067015290957293
29-Jan-2015,185,CE,0.0,0.0,0.0,43.75,0.0,43.75,23.4,0,0.0,0,0,1250,19-Jan-2015,0.030136986301369864,0.0,1.0,0.0,0.0,0.0
29-Jan-2015,190,CE,0.0,0.0,0.0,39.3,0.0,39.3,18.65,0,0.0,0,0,1250,19-Jan-2015,0.030136986301369864,0.0,1.0,0.0,0.0,0.0
29-Jan-2015,195,CE,0.0,0.0,0.0,35.0,0.0,35.0,14.2,0,0.0,0,0,1250,19-Jan-2015,0.030136986301369864,0.0,1.0,0.0,0.0,0.0
