FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
31-Mar-2022,25.0,CE,0.0,0.0,0.0,12.6,0.0,12.6,9.3,0,0,0,0,16000,07-Mar-2022,0.0684931506849315,0.0,1.0,0.0,0.0,0.0
31-Mar-2022,30.0,CE,4.2,4.45,4.0,4.45,4.45,5.5,4.7,64000,2188800,448000,-16000,16000,07-Mar-2022,0.0684931506849315,0.3796461807250091,0.9206991688134643,0.04346097141651868,-0.014481193646931522,0.013218367459820907
31-Mar-2022,35.0,CE,1.4,1.6,1.15,1.55,1.55,1.65,1.55,21280000,773908000,13440000,1024000,16000,07-Mar-2022,0.0684931506849315,0.5163053648705722,0.47084512004188045,0.08609777950903685,-0.03916572517046277,0.03561212959209959
31-Mar-2022,40.0,CE,0.35,0.4,0.25,0.35,0.35,0.4,0.35,19920000,803177600,25552000,256000,16000,07-Mar-2022,0.0684931506849315,0.5295558194480328,0.1511806599743013,0.04944907116753055,-0.02301069887048599,0.020978249182165617
31-Mar-2022,45.0,CE,0.15,0.15,0.05,0.1,0.1,0.15,0.1,5600000,252565600,8304000,-1488000,16000,07-Mar-2022,0.0684931506849315,0.5929536548552756,0.04801647024536089,0.018814554137651426,-0.010852503643880873,0.008937458487773359
31-Mar-2022,50.0,CE,0.05,0.1,0.05,0.05,0.05,0.05,0.05,352000,17620000,4224000,-224000,16000,07-Mar-2022,0.0684931506849315,0.6885609251134734,0.023038791194780882,0.008854053331261331,-0.006847293247546831,0.004884092307461972
