FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP
28-Jun-2023,40.00,CE,10.60,10.60,10.60,10.60,10.60,10.70,50.40,16000,809600.00,16000,0.00,16000,28-Jun-2023
28-Jun-2023,45.00,CE,5.80,5.80,5.40,5.40,5.40,5.85,50.40,32000,1619200.00,192000,-16000.00,16000,28-Jun-2023
28-Jun-2023,50.00,CE,0.90,1.00,0.30,0.45,0.55,0.90,50.40,4384000,221868000.00,2896000,-1744000.00,16000,28-Jun-2023
28-Jun-2023,55.00,CE,0.05,0.05,0.05,0.05,0.05,0.05,50.40,336000,18496800.00,15504000,16000.00,16000,28-Jun-2023
28-Jun-2023,60.00,CE,0.05,0.05,0.05,0.05,0.05,0.05,50.40,192000,11529600.00,10224000,0.00,16000,28-Jun-2023
