FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
30-Dec-2021,25,CE,0.0,0.0,0.0,15.45,0.0,15.45,13.05,0,0,0,0,16000,23-Dec-2021,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
30-Dec-2021,30,CE,0.0,0.0,0.0,10.95,0.0,10.95,8.05,0,0,0,0,16000,23-Dec-2021,0.021917808219178082,0.0,1.0,0.0,0.0,0.0
30-Dec-2021,35,CE,3.1,3.1,3.1,3.1,3.1,2.7,3.2,112000,4267200,544000,0,16000,23-Dec-2021,0.021917808219178082,0.36821495129419896,0.9406173277629368,0.05704172176126605,-0.02066422903489771,0.006647500223844226
30-Dec-2021,40,CE,0.3,0.35,0.2,0.25,0.25,0.3,0.25,16688000,672040000,25712000,-336000,16000,23-Dec-2021,0.021917808219178082,0.3959937504061092,0.2052010139696709,0.12761238856621301,-0.04082417510714178,0.01599357257041404
30-Dec-2021,45,CE,0.05,0.1,0.05,0.1,0.1,0.1,0.1,1296000,58420000,18336000,-432000,16000,23-Dec-2021,0.021917808219178082,0.7073347770275669,0.060611405595159706,0.030174116772941108,-0.03022486510760796,0.006754977297194728
30-Dec-2021,50,CE,0.05,0.05,0.05,0.05,0.05,0.05,0.05,320000,16016000,9296000,32000,16000,23-Dec-2021,0.021917808219178082,0.9212184000343885,0.026531200135804237,0.011852517457612786,-0.020054168391841227,0.003455711857879756
