FH_EXPIRY_DT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
25-Apr-2024,CE,105.0,-128000.0,27.7,27.7,8000,28.35,64000,22.9,28.05,24-Apr-2024,136000,18062800.0,28.35,27.65,0.005479452054794521,0.0,1.0,0.0,0.0,0.0
25-Apr-2024,CE,110.0,-48000.0,23.2,23.2,8000,22.9,440000,23.05,23.2,24-Apr-2024,56000,7440000.0,23.2,22.5,0.005479452054794521,1.4005913981559084,0.9703773329639127,0.004882978330075316,-0.24950861549067538,0.006628826694294604
25-Apr-2024,CE,115.0,-24000.0,18.0,18.0,8000,18.0,504000,18.25,18.05,24-Apr-2024,24000,3190400.0,18.0,17.8,0.005479452054794521,0.0,1.0,0.0,0.0,0.0
25-Apr-2024,CE,120.0,-64000.0,13.1,13.1,8000,13.0,1240000,13.2,13.1,24-Apr-2024,200000,26590400.0,13.2,12.75,0.005479452054794521,0.7070673698108648,0.9771225983678478,0.007792585256103287,-0.11361193746286447,0.005340510474541816
25-Apr-2024,CE,125.0,-208000.0,8.2,8.3,8000,8.15,1616000,8.15,8.2,24-Apr-2024,480000,63804800.0,8.35,7.35,0.005479452054794521,0.5631590805523846,0.9353485518728751,0.022773757410743802,-0.19411740786465065,0.01243100366566919
25-Apr-2024,CE,130.0,-1104000.0,3.2,3.2,8000,3.65,5928000,3.45,3.2,24-Apr-2024,6216000,827179600.0,3.95,2.35,0.005479452054794521,0.268326293101123,0.8800265947339514,0.07571232939979501,-0.1508050863315994,0.019691112444690892
25-Apr-2024,CE,135.0,-3776000.0,0.4,0.4,8000,0.7,10712000,0.85,0.4,24-Apr-2024,28760000,3895521200.0,0.95,0.3,0.005479452054794521,0.281977735757151,0.245447877025315,0.11335094570124243,-0.22369171348495814,0.030979926273327844
25-Apr-2024,CE,140.0,-4208000.0,0.1,0.1,8000,0.2,13104000,0.25,0.1,24-Apr-2024,18912000,2650024000.0,0.25,0.05,0.005479452054794521,0.42941756933980585,0.05620828019875321,0.026768079001420822,-0.12081962261027998,0.011141340001562474
25-Apr-2024,CE,145.0,-1120000.0,0.05,0.05,8000,0.05,5232000,0.1,0.0,24-Apr-2024,3528000,511748000.0,0.1,0.05,0.005479452054794521,0.579977088731475,0.023683120627882356,0.009781020133797554,-0.08023304561704646,0.005498388260735335
25-Apr-2024,CE,150.0,-192000.0,0.05,0.05,8000,0.05,5864000,0.05,0.05,24-Apr-2024,512000,76825600.0,0.05,0.05,0.005479452054794521,0.7669136579124606,0.01854935606926232,0.006015181672411793,-0.0861252117061745,0.004471318781400504
25-Apr-2024,CE,155.0,24000.0,0.05,0.05,8000,0.05,5120000,0.05,0.0,24-Apr-2024,216000,33490800.0,0.05,0.05,0.005479452054794521,0.9414123748007354,0.015499812047451923,0.004202690748099769,-0.09058490335790513,0.0038348444251955533
