FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
27-May-2021,25,CE,0.0,0.0,0.0,17.25,0.0,17.25,11.3,0,0,0,0,16000,07-May-2021,0.057534246575342465,0.0,1.0,0.0,0.0,0.0
27-May-2021,30,CE,0.0,0.0,0.0,7.6,7.6,7.6,6.5,0,0,16000,0,16000,07-May-2021,0.057534246575342465,1.130682495449057,0.8012529151610095,0.02836898738877982,-0.06881101456354262,0.02425084942452947
27-May-2021,35,CE,2.65,2.8,2.3,2.5,2.45,2.5,2.5,4784000,179351200,10144000,848000,16000,07-May-2021,0.057534246575342465,0.5084061925077615,0.6469274618431307,0.0840540806029369,-0.04255274207915063,0.032308149657531274
27-May-2021,40,CE,0.8,0.9,0.75,0.85,0.85,0.75,0.85,34800000,1420728800,24480000,3936000,16000,07-May-2021,0.057534246575342465,0.6052103958171262,0.28036760040366693,0.0640092439016254,-0.04373447204864011,0.029288122251407204
27-May-2021,45,CE,0.3,0.3,0.25,0.3,0.3,0.25,0.3,6400000,289755200,11408000,976000,16000,07-May-2021,0.057534246575342465,0.6825020826214382,0.11163988521665574,0.03202354254699803,-0.027467556573215972,0.016524023590463267
27-May-2021,50,CE,0.15,0.15,0.1,0.1,0.1,0.15,0.1,704000,35275200,5088000,-16000,16000,07-May-2021,0.057534246575342465,0.7280464122619429,0.04142212168662081,0.014004172702807408,-0.013592308541885267,0.007708306521645614
