FH_EXPIRY_DT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
28-Mar-2024,CE,85.0,0.0,42.0,42.0,8000,0.0,16000,42.0,41.2,12-Mar-2024,0,0.0,0.0,0.0,0.04657534246575343,1.2297371418862135,0.9479109538449795,0.003187634996186426,-0.11747458628889662,0.028962315289907923
28-Mar-2024,CE,90.0,0.0,31.45,31.45,8000,0.0,160000,31.45,36.2,12-Mar-2024,0,0.0,0.0,0.0,0.04657534246575343,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,95.0,0.0,29.8,29.8,8000,0.0,32000,29.8,31.25,12-Mar-2024,0,0.0,0.0,0.0,0.04657534246575343,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,100.0,-40000.0,26.3,26.3,8000,28.55,544000,31.3,26.25,12-Mar-2024,88000,11266800.0,29.95,26.3,0.04657534246575343,0.5058547792323275,0.9858655273800399,0.0026168838135614395,-0.030639743099012396,0.009780536969432284
28-Mar-2024,CE,105.0,0.0,22.4,22.4,8000,22.4,232000,24.5,21.3,12-Mar-2024,16000,2038400.0,22.4,22.4,0.04657534246575343,0.7470009914945499,0.8899790601637039,0.00926193945942847,-0.12705386430646953,0.05111819575428249
28-Mar-2024,CE,110.0,-16000.0,16.0,16.0,8000,19.95,5056000,19.35,16.4,12-Mar-2024,240000,30758000.0,20.35,16.0,0.04657534246575343,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,115.0,40000.0,12.35,12.35,8000,16.0,800000,15.6,11.8,12-Mar-2024,144000,18424400.0,16.0,11.6,0.04657534246575343,0.4563525679410087,0.8416156315069767,0.01948495421874586,-0.10357553200339388,0.06569802120569646
28-Mar-2024,CE,120.0,-56000.0,8.25,8.15,8000,10.75,6768000,10.75,8.25,12-Mar-2024,4848000,624660800.0,11.35,7.6,0.04657534246575343,0.4176959172259812,0.730033675066684,0.029120518498633546,-0.12416462735060375,0.0898693776725026
28-Mar-2024,CE,125.0,1696000.0,5.05,5.05,8000,7.45,8680000,7.15,5.05,12-Mar-2024,16184000,2111914000.0,7.9,4.65,0.04657534246575343,0.4052031127569633,0.5644496060501996,0.03574735754743752,-0.13840115308999287,0.1070210278506858
28-Mar-2024,CE,130.0,3896000.0,3.05,3.0,8000,4.55,27640000,4.6,3.05,12-Mar-2024,38272000,5110635200.0,5.1,2.8,0.04657534246575343,0.4240317854522483,0.3937500126900481,0.03337775797388801,-0.13806585077858266,0.10457020859954615
28-Mar-2024,CE,135.0,88000.0,1.8,1.8,8000,2.8,14544000,2.8,1.8,12-Mar-2024,20952000,2872210800.0,3.1,1.65,0.04657534246575343,0.4443705561467638,0.25898883562603947,0.02680024806574691,-0.12006756870548775,0.0879906426264897
28-Mar-2024,CE,140.0,1064000.0,1.05,1.05,8000,1.7,21280000,1.7,1.05,12-Mar-2024,23088000,3260716800.0,1.85,1.0,0.04657534246575343,0.4644025175813206,0.1642316984597802,0.01960538174260332,-0.09511125033967924,0.06727013032038404
28-Mar-2024,CE,145.0,-512000.0,0.65,0.65,8000,1.0,7840000,1.05,0.65,12-Mar-2024,15224000,2218918400.0,1.1,0.6,0.04657534246575343,0.49170321953821516,0.10603092267153946,0.013701517831758424,-0.07407446392405201,0.04977647438983344
