FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
31-Oct-2019,45,CE,0.0,0.0,0.0,22.55,0.0,22.55,14.15,0,0,0,0,7000,17-Oct-2019,0.0410958904109589,0.0,1.0,0.0,0.0,0.0
31-Oct-2019,50,CE,8.55,8.55,8.55,8.55,8.55,7.5,9.25,7000,409850,98000,0,7000,17-Oct-2019,0.0410958904109589,0.0,1.0,0.0,0.0,0.0
31-Oct-2019,55,CE,3.55,4.85,3.55,4.85,4.85,3.55,4.85,77000,4568200,203000,-7000,7000,17-Oct-2019,0.0410958904109589,0.464070022709478,0.7963053281959475,0.05095140490391513,-0.0593454906860158,0.033882689615064666
31-Oct-2019,60,CE,1.1,1.75,1.0,1.7,1.65,1.2,1.7,4340000,266141050,3458000,-224000,7000,17-Oct-2019,0.0410958904109589,0.43202481899402606,0.45609050018363767,0.07667274522129935,-0.07250354661508368,0.04746657639002908
31-Oct-2019,65,CE,0.4,0.55,0.3,0.55,0.55,0.4,0.55,2772000,181269900,6636000,98000,7000,17-Oct-2019,0.0410958904109589,0.48336929791886135,0.18258190450313683,0.04575504833811505,-0.05274579644897261,0.03169248394119862
31-Oct-2019,70,CE,0.2,0.25,0.1,0.25,0.2,0.2,0.25,1645000,115432450,5593000,-175000,7000,17-Oct-2019,0.0410958904109589,0.5739890514550382,0.0833988509543343,0.02232607124606286,-0.035903161786396055,0.018363443087535417
31-Oct-2019,75,CE,0.1,0.15,0.05,0.15,0.1,0.15,0.15,560000,42050750,1974000,-259000,7000,17-Oct-2019,0.0410958904109589,0.6712043851744023,0.047352070089437356,0.012289785728551978,-0.02688164146714928,0.011820539395943918
31-Oct-2019,80,CE,0.05,0.05,0.05,0.05,0.05,0.05,0.0,7000,560350,1813000,-7000,7000,17-Oct-2019,0.0410958904109589,0.6835080465605089,0.01767565588187362,0.00532711526705335,-0.012051013719779291,0.005217637756932575
31-Oct-2019,85,CE,0.05,0.05,0.05,0.05,0.05,0.05,0.0,21000,1786050,266000,0,7000,17-Oct-2019,0.0410958904109589,0.797437018904517,0.015493341824606632,0.004079025364333681,-0.012532024828151259,0.004661127654485779
31-Oct-2019,90,CE,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0,0,567000,0,7000,17-Oct-2019,0.0410958904109589,0.90235681974377,0.013944390706162702,0.003292464225488092,-0.01293258024990877,0.004257332481485091
31-Oct-2019,95,CE,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0,0,119000,0,7000,17-Oct-2019,0.0410958904109589,0.9996964817921473,0.012782276043049538,0.0027567244416295436,-0.013275575816769507,0.0039491144383563895
31-Oct-2019,100,CE,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0,0,259000,0,7000,17-Oct-2019,0.0410958904109589,1.090532848111288,0.011874816372349394,0.0023709183459235273,-0.013575293994406325,0.0037050455131114744
