FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP
26-Nov-2020,20,CE,0,0,0,13.9,0,13.9,9.65,0,0,0,0,14000,14-Nov-2020
26-Nov-2020,25,CE,4.65,4.65,4.65,4.65,4.65,4.45,4.65,14000,415100,140000,-14000,14000,14-Nov-2020
26-Nov-2020,30,CE,1.05,1.1,.9,1,.9,1,1,1428000,44290400,8442000,168000,14000,14-Nov-2020
26-Nov-2020,35,CE,.2,.2,.1,.15,.15,.2,.15,266000,9351300,2310000,98000,14000,14-Nov-2020
26-Nov-2020,40,CE,.05,.05,.05,.05,.05,.05,.05,28000,1121400,798000,14000,14000,14-Nov-2020
