FH_EXPIRY_DT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
25-Apr-2024,CE,105.0,0.0,22.9,22.9,8000,0.0,192000,22.9,28.2,22-Apr-2024,0,0.0,0.0,0.0,0.010958904109589041,0.0,1.0,0.0,0.0,0.0
25-Apr-2024,CE,110.0,-40000.0,21.55,21.55,8000,20.3,552000,18.5,23.2,22-Apr-2024,112000,14664000.0,21.6,20.3,0.010958904109589041,0.0,1.0,0.0,0.0,0.0
25-Apr-2024,CE,115.0,-16000.0,18.45,18.45,8000,15.8,536000,13.5,18.45,22-Apr-2024,40000,5264800.0,18.45,15.75,0.010958904109589041,0.8840626240441145,0.9487404527597866,0.008540241374349142,-0.17970805137715903,0.014658057240325373
25-Apr-2024,CE,120.0,-232000.0,12.9,13.0,8000,10.7,1488000,8.8,12.9,22-Apr-2024,448000,58836400.0,13.0,10.2,0.010958904109589041,0.0,1.0,0.0,0.0,0.0
25-Apr-2024,CE,125.0,-688000.0,8.2,8.6,8000,5.45,2248000,4.35,8.2,22-Apr-2024,2432000,320194800.0,8.6,5.45,0.010958904109589041,0.27477293914182693,0.986791713439618,0.008864512468534678,-0.03648438656976592,0.004728812042030473
25-Apr-2024,CE,130.0,-4008000.0,3.8,4.05,8000,2.2,8560000,1.55,3.8,22-Apr-2024,33808000,4489920000.0,4.1,1.85,0.010958904109589041,0.32223828415223543,0.7688185135366167,0.06782272699750018,-0.1871048195475752,0.04243025305964365
25-Apr-2024,CE,135.0,-1008000.0,1.25,1.35,8000,0.55,14656000,0.5,1.25,22-Apr-2024,79448000,10799195600.0,1.4,0.55,0.010958904109589041,0.3624429792838209,0.3679574485483972,0.07462912061573504,-0.24575975356640123,0.052513534931171904
25-Apr-2024,CE,140.0,-4792000.0,0.45,0.45,8000,0.2,17024000,0.25,0.45,22-Apr-2024,38056000,5339863600.0,0.5,0.2,0.010958904109589041,0.44127950913807623,0.14531121106844536,0.03712261848118553,-0.17853354430344331,0.03180355010333292
25-Apr-2024,CE,145.0,-1776000.0,0.15,0.15,8000,0.1,6592000,0.15,0.15,22-Apr-2024,6552000,950954800.0,0.2,0.1,0.010958904109589041,0.4935877319336023,0.052754914519181545,0.015649865292490572,-0.09365746180395998,0.014996786140183294
25-Apr-2024,CE,150.0,-928000.0,0.1,0.05,8000,0.1,7848000,0.1,0.1,22-Apr-2024,3408000,511455600.0,0.1,0.05,0.010958904109589041,0.6000674178048695,0.0313722864362962,0.008445008059359488,-0.07446607026025508,0.00983837455457171
25-Apr-2024,CE,155.0,-240000.0,0.1,0.1,8000,0.1,5664000,0.1,0.1,22-Apr-2024,896000,138942800.0,0.1,0.05,0.010958904109589041,0.7335380570610267,0.02639199910795683,0.005983592271433157,-0.07869509163630987,0.008521339746315157
