FH_EXPIRY_DT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,Time_to_Expiry,Implied_Volatility,Delta,Gamma,Theta,Vega
28-Mar-2024,CE,85.0,0.0,42.0,42.0,8000,0.0,16000,42.0,41.45,04-Mar-2024,0,0.0,0.0,0.0,0.0684931506849315,0.9532747706308107,0.957337124898457,0.0028872102462950706,-0.0700378757811464,0.02995224322165552
28-Mar-2024,CE,90.0,0.0,31.45,31.45,8000,0.0,160000,31.45,36.45,04-Mar-2024,0,0.0,0.0,0.0,0.0684931506849315,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,95.0,0.0,29.8,29.8,8000,0.0,32000,29.8,31.45,04-Mar-2024,0,0.0,0.0,0.0,0.0684931506849315,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,100.0,0.0,26.2,26.2,8000,27.0,776000,26.6,26.2,04-Mar-2024,16000,2025600.0,27.0,26.2,0.0684931506849315,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,105.0,0.0,20.6,20.6,8000,0.0,304000,20.6,21.6,04-Mar-2024,0,0.0,0.0,0.0,0.0684931506849315,0.0,1.0,0.0,0.0,0.0
28-Mar-2024,CE,110.0,152000.0,17.25,17.25,8000,16.4,5480000,17.7,17.25,04-Mar-2024,416000,52930400.0,17.75,16.4,0.0684931506849315,0.4432085867175588,0.8975332054351424,0.012218278270686462,-0.06800008121612425,0.05893197853603096
28-Mar-2024,CE,115.0,0.0,13.4,13.4,8000,0.0,1264000,13.4,12.5,04-Mar-2024,0,0.0,0.0,0.0,0.0684931506849315,0.474108697277263,0.7980215476253267,0.01800608219843631,-0.10242499666289659,0.0929030548858804
28-Mar-2024,CE,120.0,-280000.0,9.35,9.3,8000,9.75,8216000,9.4,9.35,04-Mar-2024,2344000,302713600.0,9.75,8.6,0.0684931506849315,0.4268403452791264,0.7029675905057743,0.024580996452970787,-0.11050388854306868,0.11418203815491669
28-Mar-2024,CE,125.0,264000.0,6.3,6.15,8000,6.45,10568000,6.35,6.3,04-Mar-2024,12648000,1659764800.0,6.65,5.65,0.0684931506849315,0.4194573156568816,0.5669142574102157,0.028424239541716276,-0.11956085871473578,0.1297506290135164
28-Mar-2024,CE,130.0,680000.0,4.05,4.0,8000,4.05,23808000,4.2,4.05,04-Mar-2024,20520000,2749870800.0,4.45,3.6,0.0684931506849315,0.41954270328399745,0.42516710361434673,0.028316267988928175,-0.1166243220292325,0.12928407436190298
28-Mar-2024,CE,135.0,-216000.0,2.5,2.45,8000,2.7,8816000,2.65,2.5,04-Mar-2024,8744000,1202256400.0,2.75,2.25,0.0684931506849315,0.423118495323805,0.2991031863616914,0.024875840377486955,-0.10271805316036121,0.11454407124973325
28-Mar-2024,CE,140.0,968000.0,1.5,1.45,8000,1.75,20648000,1.65,1.5,04-Mar-2024,7208000,1020031200.0,1.75,1.35,0.0684931506849315,0.4292062991694844,0.19998166349884922,0.01977163176213382,-0.08317238738650348,0.0923509664649345
28-Mar-2024,CE,145.0,304000.0,0.9,0.95,8000,1.15,5720000,1.05,0.9,04-Mar-2024,5592000,816088000.0,1.15,0.85,0.0684931506849315,0.43915292452147275,0.13021554578324773,0.014619035261165916,-0.06391411465362731,0.06986623448581111
